institution,type,nation,word_count,detection_raw,education_raw,detection_per_1k,education_per_1k,detection_keywords,education_keywords,framing_ratio,frame_category
University of Stirling,Pre-1992,Scotland,984,1,27,1.02,27.44,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 1, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 1, 'pedagogy': 0, 'skill': 0, 'skills': 2, 'curriculum': 0, 'learning': 3, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 2, 'development': 1, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 2, 'understand': 2, 'understanding': 3, 'engage': 0, 'engagement': 1, 'support': 2, 'guidance': 1, 'learn': 0, 'teach': 0, 'teaching': 1, 'practice': 1, 'practices': 4, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.03571428571428571,Education-dominant
University College London,Russell Group,England,697,13,15,18.65,21.52,"{'plagiarism': 3, 'detection': 0, 'misconduct': 2, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 2, 'collusion': 1, 'unfair': 3, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 1, 'prohibited': 1, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 3, 'curriculum': 0, 'learning': 2, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 1, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 0, 'understand': 0, 'understanding': 0, 'engage': 1, 'engagement': 1, 'support': 1, 'guidance': 4, 'learn': 0, 'teach': 0, 'teaching': 1, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.4642857142857143,Balanced
King's College London,Russell Group,England,2309,21,58,9.09,25.12,"{'plagiarism': 0, 'detection': 0, 'misconduct': 6, 'penalty': 0, 'penalties': 1, 'turnitin': 0, 'contract cheating': 0, 'breach': 2, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 8, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 2, 'declaration': 2, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 1, 'critical thinking': 0, 'pedagogy': 0, 'skill': 1, 'skills': 4, 'curriculum': 0, 'learning': 5, 'opportunity': 1, 'opportunities': 0, 'creativity': 2, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 2, 'development': 1, 'competence': 0, 'capability': 0, 'ethical': 2, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 2, 'evaluate': 0, 'understand': 3, 'understanding': 2, 'engage': 1, 'engagement': 1, 'support': 8, 'guidance': 11, 'learn': 3, 'teach': 0, 'teaching': 4, 'practice': 4, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.26582278481012656,Education-dominant
Imperial College London,Russell Group,England,456,0,19,0.0,41.67,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 0, 'curriculum': 0, 'learning': 2, 'opportunity': 0, 'opportunities': 2, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 0, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 3, 'guidance': 8, 'learn': 0, 'teach': 0, 'teaching': 3, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.0,Education-dominant
London School of Economics and Political Science,Russell Group,England,1975,13,50,6.58,25.32,"{'plagiarism': 0, 'detection': 0, 'misconduct': 4, 'penalty': 1, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 2, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 3, 'collusion': 0, 'unfair': 1, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 2, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 1, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 7, 'curriculum': 2, 'learning': 9, 'opportunity': 0, 'opportunities': 1, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 1, 'empower': 0, 'develop': 1, 'development': 6, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 1, 'reflective': 2, 'critical': 2, 'evaluate': 0, 'understand': 0, 'understanding': 0, 'engage': 1, 'engagement': 1, 'support': 3, 'guidance': 5, 'learn': 0, 'teach': 0, 'teaching': 3, 'practice': 3, 'practices': 1, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.20634920634920634,Education-dominant
Queen Mary University of London,Russell Group,England,1523,5,38,3.28,24.95,"{'plagiarism': 0, 'detection': 0, 'misconduct': 1, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 1, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 3, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 1, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 3, 'curriculum': 0, 'learning': 6, 'opportunity': 0, 'opportunities': 1, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 1, 'competence': 0, 'capability': 0, 'ethical': 5, 'ethics': 0, 'responsible': 0, 'responsibility': 1, 'reflection': 0, 'reflective': 0, 'critical': 2, 'evaluate': 3, 'understand': 1, 'understanding': 1, 'engage': 1, 'engagement': 0, 'support': 2, 'guidance': 3, 'learn': 2, 'teach': 0, 'teaching': 1, 'practice': 2, 'practices': 0, 'digital literacy': 0, 'information literacy': 1, 'media literacy': 0}",0.11627906976744186,Education-dominant
SOAS University of London,Pre-1992,England,1687,12,75,7.11,44.46,"{'plagiarism': 3, 'detection': 1, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 5, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 1, 'detect': 2, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 8, 'curriculum': 0, 'learning': 15, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 1, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 5, 'development': 2, 'competence': 0, 'capability': 0, 'ethical': 1, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 1, 'evaluate': 1, 'understand': 6, 'understanding': 8, 'engage': 1, 'engagement': 0, 'support': 18, 'guidance': 3, 'learn': 2, 'teach': 1, 'teaching': 0, 'practice': 2, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.13793103448275862,Education-dominant
Goldsmiths University of London,Pre-1992,England,5218,31,71,5.94,13.61,"{'plagiarism': 2, 'detection': 0, 'misconduct': 8, 'penalty': 7, 'penalties': 5, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 1, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 4, 'collusion': 0, 'unfair': 0, 'cheat': 2, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 1, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 1, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 0, 'curriculum': 0, 'learning': 26, 'opportunity': 1, 'opportunities': 1, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 3, 'competence': 0, 'capability': 0, 'ethical': 1, 'ethics': 0, 'responsible': 11, 'responsibility': 3, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 0, 'understanding': 0, 'engage': 1, 'engagement': 0, 'support': 4, 'guidance': 5, 'learn': 1, 'teach': 0, 'teaching': 4, 'practice': 7, 'practices': 2, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.30392156862745096,Education-dominant
Birkbeck University of London,Pre-1992,England,1854,31,74,16.72,39.91,"{'plagiarism': 3, 'detection': 0, 'misconduct': 11, 'penalty': 0, 'penalties': 0, 'turnitin': 1, 'contract cheating': 1, 'breach': 0, 'disciplinary': 1, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 10, 'collusion': 0, 'unfair': 1, 'cheat': 1, 'cheating': 1, 'detect': 0, 'detected': 0, 'offence': 1, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 2, 'pedagogy': 0, 'skill': 0, 'skills': 3, 'curriculum': 0, 'learning': 16, 'opportunity': 0, 'opportunities': 1, 'creativity': 0, 'creative': 2, 'agency': 2, 'assessment design': 1, 'co-creation': 0, 'student voice': 0, 'dialogue': 1, 'empower': 0, 'develop': 3, 'development': 4, 'competence': 0, 'capability': 0, 'ethical': 2, 'ethics': 0, 'responsible': 0, 'responsibility': 2, 'reflection': 0, 'reflective': 0, 'critical': 2, 'evaluate': 0, 'understand': 0, 'understanding': 2, 'engage': 0, 'engagement': 1, 'support': 9, 'guidance': 16, 'learn': 1, 'teach': 0, 'teaching': 3, 'practice': 1, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.29523809523809524,Education-dominant
Cranfield University,Pre-1992,England,166,0,7,0.0,42.17,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 0, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 1, 'curriculum': 0, 'learning': 1, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 0, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 1, 'guidance': 3, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.0,Education-dominant
Birmingham City University,Post-1992,England,3808,54,45,14.18,11.82,"{'plagiarism': 1, 'detection': 5, 'misconduct': 10, 'penalty': 0, 'penalties': 3, 'turnitin': 11, 'contract cheating': 0, 'breach': 1, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 7, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 1, 'detect': 1, 'detected': 2, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 1, 'violation': 0, 'unauthorised': 2, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 7, 'not allowed': 2, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 2, 'pedagogy': 0, 'skill': 0, 'skills': 7, 'curriculum': 0, 'learning': 3, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 2, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 0, 'responsibility': 2, 'reflection': 0, 'reflective': 0, 'critical': 2, 'evaluate': 0, 'understand': 5, 'understanding': 7, 'engage': 1, 'engagement': 0, 'support': 9, 'guidance': 1, 'learn': 1, 'teach': 0, 'teaching': 0, 'practice': 3, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.5454545454545454,Balanced
University of Brighton,Post-1992,England,614,10,10,16.29,16.29,"{'plagiarism': 0, 'detection': 0, 'misconduct': 4, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 4, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 1, 'declaration': 0, 'disclose': 0, 'not permitted': 1, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 1, 'curriculum': 0, 'learning': 1, 'opportunity': 0, 'opportunities': 1, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 1, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 1, 'understanding': 1, 'engage': 0, 'engagement': 0, 'support': 2, 'guidance': 1, 'learn': 0, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 1, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.5,Balanced
Coventry University,Post-1992,England,627,2,25,3.19,39.87,"{'plagiarism': 0, 'detection': 1, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 1, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 1, 'pedagogy': 0, 'skill': 0, 'skills': 1, 'curriculum': 0, 'learning': 1, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 1, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 0, 'responsibility': 1, 'reflection': 1, 'reflective': 0, 'critical': 1, 'evaluate': 0, 'understand': 0, 'understanding': 2, 'engage': 0, 'engagement': 0, 'support': 3, 'guidance': 9, 'learn': 2, 'teach': 0, 'teaching': 1, 'practice': 1, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.07407407407407407,Education-dominant
De Montfort University,Post-1992,England,366,4,13,10.93,35.52,"{'plagiarism': 0, 'detection': 0, 'misconduct': 1, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 3, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 2, 'curriculum': 0, 'learning': 1, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 1, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 0, 'understanding': 1, 'engage': 0, 'engagement': 0, 'support': 0, 'guidance': 1, 'learn': 6, 'teach': 0, 'teaching': 0, 'practice': 1, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.23529411764705882,Education-dominant
University of Greenwich,Post-1992,England,256,3,9,11.72,35.16,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 2, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 1, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 1, 'curriculum': 0, 'learning': 2, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 1, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 0, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 3, 'guidance': 1, 'learn': 0, 'teach': 0, 'teaching': 1, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.25,Education-dominant
University of Hertfordshire,Post-1992,England,832,6,10,7.21,12.02,"{'plagiarism': 0, 'detection': 0, 'misconduct': 1, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 3, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 1, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 1, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 2, 'curriculum': 0, 'learning': 1, 'opportunity': 0, 'opportunities': 0, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 0, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 1, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 5, 'guidance': 0, 'learn': 1, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.375,Education-dominant
University of Huddersfield,Post-1992,England,662,3,11,4.53,16.62,"{'plagiarism': 0, 'detection': 0, 'misconduct': 1, 'penalty': 0, 'penalties': 0, 'turnitin': 0, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 2, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 0, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 0, 'pedagogy': 0, 'skill': 0, 'skills': 0, 'curriculum': 0, 'learning': 0, 'opportunity': 0, 'opportunities': 1, 'creativity': 0, 'creative': 0, 'agency': 0, 'assessment design': 0, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 0, 'competence': 0, 'capability': 0, 'ethical': 1, 'ethics': 0, 'responsible': 0, 'responsibility': 0, 'reflection': 0, 'reflective': 0, 'critical': 0, 'evaluate': 0, 'understand': 3, 'understanding': 0, 'engage': 0, 'engagement': 0, 'support': 0, 'guidance': 5, 'learn': 1, 'teach': 0, 'teaching': 0, 'practice': 0, 'practices': 0, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.21428571428571427,Education-dominant
Leeds Beckett University,Post-1992,England,2604,8,166,3.07,63.75,"{'plagiarism': 0, 'detection': 0, 'misconduct': 0, 'penalty': 0, 'penalties': 0, 'turnitin': 4, 'contract cheating': 0, 'breach': 0, 'disciplinary': 0, 'sanction': 0, 'sanctions': 0, 'suspicious': 0, 'investigation': 0, 'academic integrity': 2, 'collusion': 0, 'unfair': 0, 'cheat': 0, 'cheating': 0, 'detect': 0, 'detected': 0, 'offence': 0, 'offences': 0, 'punishment': 0, 'prohibit': 0, 'prohibited': 0, 'violation': 0, 'unauthorised': 0, 'unauthorized': 0, 'declare': 2, 'declaration': 0, 'disclose': 0, 'not permitted': 0, 'not allowed': 0, 'zero tolerance': 0}","{'literacy': 0, 'critical thinking': 2, 'pedagogy': 0, 'skill': 0, 'skills': 2, 'curriculum': 0, 'learning': 34, 'opportunity': 0, 'opportunities': 2, 'creativity': 0, 'creative': 2, 'agency': 0, 'assessment design': 4, 'co-creation': 0, 'student voice': 0, 'dialogue': 0, 'empower': 0, 'develop': 0, 'development': 2, 'competence': 0, 'capability': 0, 'ethical': 8, 'ethics': 2, 'responsible': 6, 'responsibility': 0, 'reflection': 0, 'reflective': 2, 'critical': 2, 'evaluate': 0, 'understand': 1, 'understanding': 0, 'engage': 2, 'engagement': 4, 'support': 18, 'guidance': 16, 'learn': 10, 'teach': 0, 'teaching': 28, 'practice': 13, 'practices': 6, 'digital literacy': 0, 'information literacy': 0, 'media literacy': 0}",0.04597701149425287,Education-dominant
